Grade,Subject,Sub-Domain,Learning Outcome,Indicator
Grade 9,Science,Physical Sciences,9-5-2-4-4 Distinguishing between the kinetic and potential energy of a body and the factors affecting them.,"3. Calculating the kinetic and potential energy of objects, and deducing the relationship between them."
Grade 9,Science,Physical Sciences,9-5-2-4-4 Distinguishing between the kinetic and potential energy of a body and the factors affecting them.,4. Predicting the relationship between the potential energy and the height of the object above the Earth's surface.
Grade 9,Science,Physical Sciences,9-5-2-4-5 Understanding the law of energy conservation during its transformations and suggesting ways to generate energy.,"1. Explaining the concept of sound wave theoretically and by drawing, Determining the type of sound wave (longitudinal or transversem, Describing the properties of sound waves (wavelength, frequency, amplitude) mathematically and graphically."
Grade 9,Science,Physical Sciences,9-5-2-4-5 Understanding the law of energy conservation during its transformations and suggesting ways to generate energy.,2. Tracking a series of applications of technical or natural energy transformations and applying the law of conservation of energy in it.
Grade 9,Science,Physical Sciences,9-5-2-5-1 Understanding the behavior and characteristics of sound waves.,"1. Explaining the concept of light wave theoretically and by drawing, and defining the type of light wave (longitudinal or transverse.), describing the properties of light waves (wavelength, frequency, amplitude) mathematically and graphically."
Grade 9,Science,Physical Sciences,9-5-2-5-1 Understanding the behavior and characteristics of sound waves.,"2. Distinguishing between the intensity of the sound, its sharpness, and its pitch."
Grade 9,Science,Physical Sciences,9-5-2-5-1 Understanding the behavior and characteristics of sound waves.,3. Explaining the occurrence of echo and its applications in daily life.
Grade 9,Science,Physical Sciences,"9-5-2-5-2 Understanding the behavior of light waves, their distinctive properties, and their associated applications.",2. Explaining color vision based on the properties of light waves as they travel through physical media.
Grade 9,Science,Physical Sciences,"9-5-2-5-2 Understanding the behavior of light waves, their distinctive properties, and their associated applications.",3. Explaining with examples the applications of light electromagnetic spectrum in everyday life.
Grade 9,Science,Physical Sciences,"9-5-2-5-2 Understanding the behavior of light waves, their distinctive properties, and their associated applications.","4. Explaining the reflection, refraction, and absorption of light through its transmission through different media."
